ts,x,y
5629.9000000059605,499.5214565807269,499.0488078732254
10371.79999999702,497.0038430069223,489.39388685530616
255.70000000298023,476.69293598157384,469.7517458597495
288.90000000596046,434.8695238770632,398.44279940692957
310,442.4601767506169,296.2790092262785
328.59999999403954,366.52487516612166,177.65690907735222
481.40000000596046,321.0258134766047,59.71996246955867
4473.9000000059605,452.92508924859123,47.45178295763033
4491.300000011921,311.25974011900837,189.69314333671213
4691.70000000298,364.30231599474956,124.10645531237014
4710.100000008941,444.212355113832,34.93934515327541
4899.5,639.121610653293,92.87315173545716
4916.600000008941,744.7983951160778,209.82609316716707
5117,780.6666876347026,161.2070124394063
5134,906.799753913839,47.006444168071624
5310,872.4998417361571,13.44954850714776
5906.20000000298,1504.0323248183154,63.386138653012196
6296.5,1410.6550353041885,203.05766949963774
6315,1225.3247894905498,222.5490295957546
6332.600000008941,1069.147941602169,291.1820885777455
7108.300000011921,6.290261964333979,109.44724561277735
7124.70000000298,259.78580577026645,504.01479852864094
7259.20000000298,590.4175731190016,125.63835062603135
7945.9000000059605,75.79043156755165,113.84079118664687
7964.4000000059605,256.78349252887926,189.42665442673848
8118.20000000298,436.05525570809345,139.4416827517968
8136.300000011921,560.4804930907019,109.92759602871907
9955.60000000894,1296.6325464997667,4.852763999178471
10093.90000000596,1156.2732946881472,205.55988103843066
10115.800000011921,976.3625137779002,337.71638631015526
10307.300000011921,919.9769642543165,330.411076291176
10324.90000000596,853.3683379584701,261.7727375100842
10342,788.9591835482767,195.2149403433767
10480.10000000894,522.4861388695234,49.078588462622776
11283.90000000596,645.1235798942689,53.37720510455395
11508.300000011921,737.1850057861164,30.58891348483229
12276.20000000298,908.4189549625714,22.31545393427937
12292.40000000596,785.5515420361584,60.71165036533866
12428.60000000894,510.1837350247864,172.7499245285912
12445.40000000596,374.7861992789035,219.6205466682025
12639.60000000894,447.0314790109561,123.73988350388822
12672.20000000298,461.6419628065953,71.36853674179875
13032.70000000298,132.28160022333057,1.3106206398609572
13233.20000000298,706.6239468377189,34.77751709487822
13251,768.4734869395573,37.527512686702934
13447.5,805.1528708606374,146.32946887917063
13465.20000000298,892.7725291078341,133.10408540349664
13483.10000000894,901.7974121790344,224.32499251712142
