ts,x,y
24512.89999999106,499.8188715837466,499.16616622576834
29199,497.84014718715736,489.5572417987967
29222.29999999702,482.0761392387026,471.06814172397065
29242.89999999106,430.7063950240311,389.83482285139985
29267.29999999702,243.8904633233843,309.6753417521316
29607.89999999106,173.59320314482284,294.43261135549017
29630.59999999404,129.8552977908881,323.46727820735924
29651.09999999404,222.58633475146587,382.8108716144002
30052.70000000298,102.17937763475071,606.4234920546315
30086.70000000298,313.7322835857801,837.9107696709057
30378,53.86661206810439,673.9688616555061
30398.39999999106,142.4304639801789,477.5532460475888
30542.89999999106,413.3928490152417,388.76319688877305
30563.29999999702,641.6301638445417,301.4725452386543
30763.59999999404,620.8078473180501,250.91823509739206
30785.39999999106,626.9723211292228,357.1372516352118
30805.79999999702,625.607156355729,451.7859222985136
30951.29999999702,798.3146872935065,713.9525652461932
31585.79999999702,15.988558052923686,826.1481006014237
31748.39999999106,226.01054962298417,684.3306981208036
31765.70000000298,433.990860596816,663.5348702397013
31977.79999999702,775.654309326311,762.0477489403593
32000.20000000298,969.266000836301,768.5692400725126
32020,1149.9700086353648,758.7282769219996
32833.70000000298,606.215701292742,716.4404626795099
32986.70000000298,687.1642181928819,757.8836097216695
33004.79999999702,590.8856725251651,753.7791940141184
33206.20000000298,548.8759440079716,767.7034970933323
33221.89999999106,547.0703168132844,721.7996420682094
33235,495.9182487574439,708.3094434813788
33345.20000000298,536.296769930526,631.7149168918975
33358.29999999702,572.9123249408794,570.4225092159727
33538.09999999404,551.3829391839274,430.99049065636723
33557.09999999404,558.1334418908596,278.6154038772779
33574,564.6179342777787,155.59370474846637
33720.5,604.6734740518765,259.07758588966726
33737.89999999106,577.5482707629866,281.67363817563523
33982.89999999106,547.5491000298719,54.950419215829015
34183.89999999106,961.4394139396356,110.02920513001237
34201.39999999106,1090.3468609278755,265.8349372894024
34420,1160.9903494216617,146.69928604580488
34437.89999999106,1254.1485166553955,174.43123847610488
34455.09999999404,1304.8739523497404,192.41053664822994
34607.79999999702,1347.8812601989412,157.8811743514851
34625.09999999404,1395.6674675727613,112.77397538561627
34830.5,1455.5315486311981,24.862123981671502
35034.59999999404,1207.865131120299,28.151201373771524
35247.09999999404,986.1882488126258,205.97115753729497
35268.59999999404,745.3743882138128,381.85270858917124
35287.59999999404,600.0239150251634,507.62074444194667
35441.79999999702,221.76104079655897,532.3694064007846
36504,1004.0152591614627,252.7283914190908
36523.39999999106,1016.7752890712758,382.0068901888443
36663.79999999702,1111.9214031463273,293.28391683696316
36680.79999999702,1230.650596574444,193.6841741331512
36895.09999999404,1110.4110842944808,223.40455755487596
36914.89999999106,1069.1536841617017,398.5741437742756
36932.20000000298,1029.788040226888,527.2696724198264
37073.39999999106,907.8896404403827,561.9578455045244
37090.09999999404,651.8160989973687,510.01182876965646
37291.20000000298,736.2838941625994,449.9203815428656
37309.59999999404,775.5144374274056,431.23861012806
37327.70000000298,829.809299782158,408.2868950500194
37475.89999999106,1060.8943957381948,274.0242937488064
37494.20000000298,1270.8582782368082,126.6569826844044
37698,1297.5227155532302,95.16235946543107
37716.20000000298,1387.3961021541086,44.84325919534686
37733.70000000298,1457.2985398748094,5.718548133111214
38574,1062.9783949413195,2.26725337566522
38717.70000000298,1081.643235414355,108.39470912196133
38736.39999999106,1094.293784629466,176.0181563914392
38952.39999999106,1036.5793661674722,213.22665196501424
38969.79999999702,1088.719953876288,265.1793245648118
38987.70000000298,1167.7493622497939,284.74602164133717
39154.89999999106,1032.8346700266986,304.88184777163804
39173.59999999404,916.5516747969829,317.5328160767013
39377.70000000298,856.0595250352403,230.98189485991662
39397.5,784.6242518355975,144.78961786805297
39414.09999999404,750.0334825043104,78.72806709788519
40902.89999999106,956.112068588528,47.61592746357084
40919.79999999702,699.8107753355497,158.62306551586695
40939.89999999106,546.0390832200936,249.21598091623974
40962.20000000298,406.24875311044366,335.581712092766
40981.09999999404,241.11235490597187,247.762662994172
41246,172.7629134169086,237.4572911125858
41263.59999999404,139.39278618871032,262.0262773549731
41281,134.81019772099742,256.05362197401166
41300.09999999404,99.08597071440454,239.3827379052421
42110.39999999106,159.66754090679137,337.7760952114087
42373.79999999702,422.47991239925807,197.6838559444748
42392.20000000298,519.8023150536288,25.204013765642486
42509,642.3965781743937,21.908797864158316
42768.59999999404,496.53579044772846,111.24095253390158
42787.70000000298,472.00807540003564,250.3790261667968
42804.5,463.6028519184547,420.2683272642711
42820.79999999702,437.9205647450876,514.6852652711975
42902.59999999404,358.8243544044795,436.41273109294616
43159.09999999404,296.31027179273855,373.3033854439856
43176.09999999404,243.40782824647493,317.22705338742173
43192.29999999702,199.69809949827177,268.56549668725125
43213.70000000298,158.48775918466836,219.45489463457054
43536.39999999106,238.66819681868378,552.6290874088181
43554.79999999702,309.5682529515498,837.4580686461952
43908,660.4382245596154,737.7336187801907
43926.5,726.8045654088457,550.7348810008655
44256.09999999404,976.464058860679,539.0190960752003
44274.20000000298,1288.0359818009113,517.8441787567556
44970.5,1529.7733696668183,9.459479981287714
45360.5,240.36848602992683,103.2252901439856
45378.70000000298,60.16307268392895,139.1896460833397
45717.89999999106,425.58865683786036,217.48224980244083
45742.59999999404,739.2638841965475,173.43278799835178
45773.39999999106,942.8190061528288,128.93112131374562
45793.29999999702,1116.528793795411,89.85702719009453
45809.09999999404,1188.821648610434,196.62397963888935
46077.79999999702,1267.9276087307658,123.68555357515635
46094.59999999404,1330.692708231738,70.94940980336541
46518.20000000298,1535.1712395398636,147.77503365974667
46874.09999999404,1445.912567408369,156.85475794828002
46894.39999999106,1355.122418991395,156.4658076796794
46914.09999999404,1287.524909831536,192.8661933074595
46933.70000000298,1230.6232006223727,222.5588992328296
46951.09999999404,1183.8731174208986,246.12268414668625
47294.39999999106,1235.9810166336638,224.70704465908125
47314.39999999106,1311.5802520658456,157.6200955265159
47332.70000000298,1377.318116941421,99.22878384913687
47357.5,1433.1701873593747,49.57146891536327
47375.5,1450.982054405302,55.17934910584721
48221,1520.1245642046626,16.349293634207037
48562.59999999404,1533.560621675008,4.324380386980099
48623.20000000298,1523.337689703542,34.206584167802525
48641.39999999106,1514.9994424020608,44.44668460840394
48979.70000000298,1507.2821539044962,106.22991266395773
48996.39999999106,1498.5367121838092,131.24936651275863
49013,1490.7113816555195,150.34481624902688
49037.59999999404,1441.4758024823147,149.91496064658506
49055.39999999106,1399.5985970786062,147.30225131499407
49395.29999999702,1391.5097126643204,98.42632519416901
49413.39999999106,1339.9690779414752,14.481212465484546
49803.09999999404,877.9720507147322,103.65695401600942
49829.09999999404,636.4139568076212,150.6196792813742
49846.59999999404,388.6351117268348,141.55593432601913
49865.29999999702,210.85367599249602,123.53427040848817
49883.09999999404,211.5137317361575,83.95024994309385
50219.70000000298,67.97518443736894,43.05682919971526
50679,486.3689861638952,78.45211437846943
50705.29999999702,482.13100855742186,151.60470230425003
50724.39999999106,477.8872984150002,211.25491163995795
51063.09999999404,357.07754921711876,317.98444548196824
51079.59999999404,319.7451686276098,394.0954190580078
51097.70000000298,226.1766024459967,505.7743799007779
51115,199.54235510334945,558.4477934326137
51444.20000000298,54.424429677630506,288.2061189761478
51526.79999999702,0.3907850080320543,63.36515714610587
52494.79999999702,431.6832937247965,48.30024746982097
52514.20000000298,654.0027278569635,87.42556077440526
52538.79999999702,836.643905856783,119.74197121783767
52557.29999999702,1022.5354341034347,165.64195490095074
52660.29999999702,928.1274393319542,294.7380680445347
52929.79999999702,888.384186943744,434.11509741313796
52949,883.3994048995586,522.2902740380142
52967,802.411060607189,650.0058542723231
52983.89999999106,728.6051927300891,733.5198290450809
53300.79999999702,752.1330182927566,710.2281580470184
53319.39999999106,770.4092823587791,682.5206787275029
53338.70000000298,784.0841096964133,652.6512624938265
53357.89999999106,783.3507819323014,531.8122141548697
53379.59999999404,864.1220993303813,346.4047959922613
53645.39999999106,823.4079724190843,351.85119186454426
53663.39999999106,786.1203882146219,358.7316138496211
53680.09999999404,733.2108739932067,363.5190548638496
53698.39999999106,687.5220684194182,369.01458675110933
53787.5,660.229154589919,361.99048129605166
54048.5,654.0144540293705,335.422844517803
54065.29999999702,567.0925779851502,245.1190087937927
54083.89999999106,494.43527101841755,169.5278771385446
54102.79999999702,458.4824179848005,122.1896231735615
54184.20000000298,530.2187258502327,47.94388124882855
54446,634.7088664503765,107.35879148148646
54463.59999999404,725.2587511979892,162.2667055172712
54480.79999999702,801.9281273093212,211.67104422158874
54499.79999999702,865.3112342899018,255.05418417966553
54580.89999999106,858.0083620598742,447.73813166436196
54856.20000000298,799.1315483708554,415.8389267529661
54872.5,746.2660596579294,385.08171939365184
54888.29999999702,804.624386443639,263.99718820590294
54906.79999999702,853.9461028161421,159.42425749791164
