startTime,endTime,duration,x,y
259567.20000000295,259923.29999999705,356.09999999409774,210.39544967195812,368.2984744169617

259952.79999999705,260321.29999999705,368.5,263.908332796339,410.7788769348069

260364.20000000295,260665.0,300.7999999970489,81.18194758036387,437.7925941130611

260695.70000000295,261076.29999999705,380.59999999409774,11.45044177742234,472.5547811205507

265856.59999999404,266138.799999997,282.20000000298023,168.45243393466083,397.87056713125344

266586.700000003,266947.5,360.79999999701977,77.16140887756134,406.021775765285

278015.59999999404,278332.700000003,317.1000000089407,199.7041606233533,373.862198856672

279190.89999999106,279894.09999999404,703.2000000029802,84.39835614030464,434.462128064904

284509.39999999106,284854.39999999106,345.0,284.48209435686306,349.5911252869729

290289.299999997,290649.0,359.70000000298023,179.8400376182309,480.8474060684281

292223.0,292509.799999997,286.79999999701977,21.933327395846817,438.58635935068656

292940.59999999404,293303.5,362.90000000596046,90.04669388404822,470.0715698421589

293332.39999999106,293653.39999999106,321.0,199.36122991794647,426.1368474863173

293684.200000003,294037.0,352.79999999701977,97.99868363871396,485.7979168036832

294833.299999997,295207.39999999106,374.09999999403954,270.1886456127264,578.5535230112326

306769.39999999106,307063.89999999106,294.5,2.118971286185925,509.818037228641

307902.700000003,308264.200000003,361.5,226.163774977644,280.4620466335193

314926.0,315294.5,368.5,199.04870040764496,402.8734312014666

319308.799999997,320361.89999999106,1053.0999999940395,27.47880301599984,494.2792511109116

320393.39999999106,320768.0,374.6000000089407,67.68078585219428,477.4583294149105

329244.89999999106,329523.39999999106,278.5,519.7081655041538,177.55096273045558

331077.5,331378.799999997,301.29999999701977,464.6843554958174,65.30482710119499

332124.5,332508.799999997,384.29999999701977,356.3338592986979,163.9120013853159

351053.5,351484.09999999404,430.59999999403954,986.8837383130394,325.6147690604243

371622.5,371959.5999999941,337.09999999409774,957.6746970996978,237.7681751254101

372340.0,372673.8999999911,333.8999999911175,1169.3043662095638,252.5917455081973

380227.799999997,380558.299999997,330.5,829.5938261005997,210.05017350978727

390560.0,390866.0999999941,306.09999999409774,624.4265101236217,3.176201701914831

390894.3999999911,391267.0999999941,372.70000000298023,584.1510275646556,39.58450950584064

405584.0,405883.5,299.5,330.2051460295464,255.08569405226663

415824.700000003,416240.0999999941,415.3999999911175,469.0308729282589,21.71173359247421

436436.0,436743.799999997,307.79999999701977,637.1499058928691,551.3961219502485

436772.799999997,437156.5999999941,383.799999997078,703.464089906652,634.4657233189093

441450.700000003,441836.5,385.79999999701977,496.8194927474984,603.4804568408277

441881.299999997,442160.8999999911,279.59999999409774,612.1548720779209,607.759923648563

444464.700000003,444797.3999999911,332.6999999881373,760.9224552972154,743.8945979000109

445262.700000003,445561.3999999911,298.6999999881373,854.075364231372,351.8715581601548

448383.0999999941,448740.200000003,357.1000000088825,576.4198892704322,619.1124904721286

501314.799999997,501590.0,275.20000000298023,621.8070149488926,655.9358375610011

502739.3999999911,503012.299999997,272.90000000590226,779.1490948857656,242.62372820758105

507833.0999999941,508107.299999997,274.200000002922,532.5720265488225,444.9656896009622

530073.3999999911,530432.099999994,358.70000000298023,1194.7966267422917,363.9406081345609

533035.3999999911,533411.799999997,376.40000000596046,737.1093829526418,694.1756585691031

545511.200000003,545889.099999994,377.8999999910593,571.2418966941726,168.10650275579476

552516.799999997,552915.299999997,398.5,584.1167542155445,256.07853789867295

553311.3999999911,553692.700000003,381.30000001192093,617.2859790579723,149.01985169158533

557511.799999997,557790.200000003,278.40000000596046,835.1831399420079,84.6799343290368

557819.0,558175.799999997,356.79999999701977,786.7038249419712,53.81688378772377

572618.099999994,572891.099999994,273.0,1058.4219790020254,164.1499499590433

578154.599999994,578525.3999999911,370.79999999701977,893.9592963922727,29.04858676667896

604516.799999997,605625.799999997,1109.0,785.6636441805709,29.164634426567176

608262.3999999911,608616.700000003,354.30000001192093,717.9059913511746,215.27253962659032

613936.099999994,613936.099999994,0.0,819.9370767457988,17.459174367796415
